Vehicle_ID,Vehicle_Type,Brand,Model,Seating_Capacity,Color,Fuel_Type,Mileage_kmpl,NOx_Emissions,CO2_Emissions,Final_Verdict,Price
V8225,Bike,Royal Enfield,Classic 350,2,Silver,Electric,46.4,0.0,0.0,Eco-Friendly,2.55682
V8226,Car,Maruti Suzuki,Swift,5,White,Electric,36.8,0.0,0.0,Eco-Friendly,27.54233
V8227,Van,Toyota,Innova,9,Yellow,Petrol,36.8,1.73,83.7,Fuel Efficient,103.27
V8228,Van,Mahindra,Jeeto,9,Red,Diesel,36.1,0.98,109.9,Fuel Efficient,99.68
V8229,Auto,Piaggio,Ape,3,Silver,Diesel,19.0,1.2,210.2,Commercial Use,98.88
V8230,Auto,TVS,NTorq,3,Silver,CNG,22.9,0.68,224.1,Commercial Use,64.73999
V8231,Auto,TVS,NTorq,3,Green,Diesel,18.0,1.35,116.3,Commercial Use,94.42
V8232,Auto,Mahindra,Bolero,3,Red,Electric,24.9,0.0,0.0,Eco-Friendly,11.86821
V8233,Car,Honda,Amaze,7,Silver,Diesel,19.2,1.35,56.6,Luxury Vehicle,88.12
V8234,Auto,TVS,NTorq,3,Green,Electric,16.4,0.0,0.0,Eco-Friendly,10.9157
V8235,Car,Tata,Altroz,4,Grey,Diesel,16.2,0.73,144.9,Budget Vehicle,85.71
V8236,Car,Honda,City,5,Blue,Petrol,19.6,1.8,186.4,High Performance,94.94
V8237,Car,Honda,City,7,Silver,Electric,27.5,0.0,0.0,Eco-Friendly,33.12461
V8238,Bike,Honda,City,2,Black,CNG,15.4,0.27,79.0,Luxury Vehicle,62.9
V8239,Bike,Suzuki,Gixxer,2,Silver,Electric,32.7,0.0,0.0,Eco-Friendly,1.54768
V8240,Bike,Royal Enfield,Meteor,2,Red,Petrol,24.3,0.78,188.6,Budget Vehicle,105.6
V8241,Bike,Bajaj,Avenger,2,Red,Electric,16.1,0.0,0.0,Eco-Friendly,2.7836
V8242,Bike,Yamaha,R15,2,Blue,Electric,39.7,0.0,0.0,Eco-Friendly,2.07493
V8243,Auto,Mahindra,Jeeto,3,Red,Electric,19.8,0.0,0.0,Eco-Friendly,11.90411
V8244,Van,Toyota,Innova,9,Yellow,Electric,16.6,0.0,0.0,Eco-Friendly,10.49474
V8245,Bike,TVS,Apache,2,Red,Electric,13.4,0.0,0.0,Eco-Friendly,2.39771
V8246,Bike,Royal Enfield,Himalayan,2,Green,Electric,36.1,0.0,0.0,Eco-Friendly,2.31536
V8247,Car,Tata,Altroz,7,Green,Electric,28.9,0.0,0.0,Eco-Friendly,28.81083
V8248,Auto,Mahindra,Supro,3,Blue,Diesel,29.4,1.68,205.5,High Performance,85.91
V8249,Car,Tata,Harrier,7,Red,CNG,27.3,0.23,231.7,Budget Vehicle,61.94
V8250,Car,Honda,City,5,White,Electric,37.9,0.0,0.0,Eco-Friendly,32.31696
V8251,Auto,Piaggio,Ape,3,Yellow,Electric,17.5,0.0,0.0,Eco-Friendly,11.192
V8252,Bike,Yamaha,R15,2,White,Petrol,40.6,0.22,195.8,Fuel Efficient,100.41
V8253,Bike,Honda,City,2,Yellow,Diesel,20.4,0.73,160.3,Luxury Vehicle,95.42
V8254,Car,Hyundai,i20,4,Red,Electric,29.3,0.0,0.0,Eco-Friendly,27.62967
V8255,Car,Hyundai,i20,5,Black,CNG,15.3,0.83,101.7,Budget Vehicle,60.28
V8256,Auto,Piaggio,Ape,3,Blue,Petrol,15.4,1.53,194.6,High Performance,103.1
V8257,Van,Tata,Altroz,7,Red,Petrol,42.8,0.31,75.9,Fuel Efficient,92.85
V8258,Car,Hyundai,Verna,7,White,CNG,49.8,0.24,165.8,Fuel Efficient,65.69
V8259,Van,Mahindra,Bolero,7,Black,Diesel,26.9,0.26,158.3,Commercial Use,92.33
V8260,Car,Tata,Nexon,5,Green,CNG,10.7,1.86,78.5,High Performance,64.47
V8261,Van,Toyota,Corolla,9,Yellow,CNG,25.5,1.79,58.2,High Performance,69.36
V8262,Van,Mahindra,Bolero,12,Red,Petrol,30.7,0.44,241.5,Commercial Use,91.85
V8263,Van,Force,Traveller,12,Red,Electric,23.6,0.0,0.0,Eco-Friendly,9.57795
V8264,Auto,Bajaj,Pulsar,3,Yellow,Petrol,15.4,0.64,180.6,Commercial Use,99.71
V8265,Auto,Bajaj,Chetak,3,Grey,Electric,15.6,0.0,0.0,Eco-Friendly,10.09373
V8266,Bike,Royal Enfield,Himalayan,2,Silver,Diesel,30.0,1.3,84.9,Budget Vehicle,94.73
V8267,Van,Force,Traveller,7,White,CNG,48.9,1.93,111.4,Fuel Efficient,67.8
V8268,Car,Ford,Aspire,7,Black,CNG,32.6,1.34,179.4,Luxury Vehicle,74.86
V8269,Auto,TVS,NTorq,3,Yellow,Diesel,22.5,1.71,103.2,High Performance,92.57
V8270,Van,Toyota,Innova,7,Blue,CNG,20.6,1.6,230.2,High Performance,67.84
V8271,Car,Hyundai,Verna,4,Red,CNG,48.4,0.55,174.5,Fuel Efficient,73.48
V8272,Van,Toyota,Innova,12,Green,Petrol,25.3,0.27,122.4,Commercial Use,103.33
V8273,Van,Force,Traveller,12,White,Diesel,17.7,0.96,133.9,Commercial Use,97.56
V8274,Bike,Honda,City,2,Black,Diesel,16.3,1.96,87.3,High Performance,89.93
V8275,Auto,Piaggio,Porter,3,Red,CNG,23.6,0.16,93.4,Commercial Use,72.75
V8276,Car,Honda,Jazz,5,Red,Diesel,29.7,1.54,84.9,High Performance,93.36
V8277,Car,Honda,Amaze,4,Grey,Diesel,28.3,0.54,73.1,Luxury Vehicle,99.01
V8278,Car,Toyota,Innova,7,Yellow,Diesel,12.4,1.17,132.4,Luxury Vehicle,91.61
V8279,Car,Honda,Amaze,5,Red,Electric,23.0,0.0,0.0,Eco-Friendly,14.76084
V8280,Bike,TVS,NTorq,2,Yellow,CNG,19.4,0.33,139.1,Budget Vehicle,74.52
V8281,Auto,Piaggio,Ape,3,Black,Electric,26.2,0.0,0.0,Eco-Friendly,11.50541
V8282,Car,Tata,Harrier,4,Green,Electric,11.1,0.0,0.0,Eco-Friendly,35.68545
V8283,Bike,TVS,NTorq,2,Grey,Electric,33.5,0.0,0.0,Eco-Friendly,0.8942
V8284,Van,Mahindra,Bolero,12,White,Petrol,18.5,1.59,210.7,High Performance,109.55
V8285,Auto,Piaggio,Porter,3,Red,Electric,19.2,0.0,0.0,Eco-Friendly,10.8906
V8286,Auto,Piaggio,Porter,3,Green,CNG,28.3,0.63,107.5,Commercial Use,67.7
V8287,Auto,Bajaj,Avenger,3,Silver,Diesel,23.4,1.75,60.3,High Performance,95.39
V8288,Car,Ford,Ecosport,4,Red,Electric,17.4,0.0,0.0,Eco-Friendly,37.22862
V8289,Auto,Piaggio,Porter,3,Black,Diesel,21.7,0.63,98.3,Commercial Use,92.95
V8290,Car,Honda,Jazz,4,Red,Diesel,21.5,0.64,163.3,Luxury Vehicle,96.63
V8291,Car,Ford,Aspire,7,Silver,Diesel,47.1,0.2,94.3,Fuel Efficient,92.41
V8292,Car,Toyota,Innova,4,Red,Diesel,35.3,1.1,193.8,Fuel Efficient,93.27
V8293,Bike,Suzuki,Burgman,2,Blue,Diesel,30.2,1.28,99.2,Budget Vehicle,88.49
V8294,Bike,Bajaj,Avenger,2,Black,Electric,31.3,0.0,0.0,Eco-Friendly,2.54003
V8295,Auto,TVS,Jupiter,3,Black,CNG,17.7,0.77,209.4,Commercial Use,72.01
V8296,Bike,TVS,NTorq,2,Black,Diesel,39.9,1.68,225.6,Fuel Efficient,90.87
V8297,Auto,Mahindra,Bolero,3,Red,CNG,26.4,1.12,192.2,Commercial Use,67.66
V8298,Auto,Mahindra,Bolero,3,Grey,CNG,29.4,0.25,77.5,Commercial Use,61.97
V8299,Bike,Honda,City,2,White,Diesel,41.7,1.14,133.5,Fuel Efficient,99.08
V8300,Van,Mahindra,Jeeto,9,Blue,Diesel,31.5,0.7,110.4,Commercial Use,98.79
V8301,Auto,TVS,Apache,3,White,Electric,21.6,0.0,0.0,Eco-Friendly,11.88076
V8302,Car,Toyota,Fortuner,7,Green,CNG,41.9,0.52,94.1,Fuel Efficient,78.14
V8303,Car,Maruti Suzuki,Baleno,7,Silver,Petrol,33.1,1.4,129.0,Budget Vehicle,91.28
V8304,Bike,TVS,Apache,2,Yellow,Diesel,19.6,1.44,223.8,Budget Vehicle,85.42
V8305,Bike,Royal Enfield,Classic 350,2,Blue,Petrol,21.1,0.37,83.0,Budget Vehicle,106.17
V8306,Bike,Royal Enfield,Classic 350,2,White,CNG,38.2,0.87,226.5,Fuel Efficient,79.61
V8307,Auto,Piaggio,Porter,3,Blue,Diesel,28.2,1.21,81.9,Commercial Use,93.42
V8308,Car,Tata,Harrier,7,Yellow,Petrol,17.9,0.55,131.0,Budget Vehicle,100.77
V8309,Van,Mahindra,Supro,7,Yellow,Electric,37.6,0.0,0.0,Eco-Friendly,9.3572
V8310,Van,Toyota,Fortuner,9,Black,Diesel,16.4,0.84,58.2,Commercial Use,88.03
V8311,Van,Tata,Nexon,7,Blue,CNG,44.1,0.72,165.1,Fuel Efficient,72.55
V8312,Car,Ford,Aspire,7,Green,Electric,26.1,0.0,0.0,Eco-Friendly,28.54923
V8313,Van,Force,Toofan,9,Yellow,Diesel,11.2,1.94,239.4,High Performance,92.17
V8314,Auto,TVS,Apache,3,Grey,Electric,17.9,0.0,0.0,Eco-Friendly,8.96059
V8315,Van,Toyota,Fortuner,12,Red,CNG,23.1,1.22,102.7,Commercial Use,70.95
V8316,Auto,Mahindra,Supro,3,Silver,CNG,27.3,0.96,70.4,Commercial Use,60.34
V8317,Car,Ford,Ecosport,4,Green,Petrol,25.7,0.74,183.0,Luxury Vehicle,93.68
V8318,Car,Toyota,Corolla,4,Blue,Diesel,47.4,0.16,152.7,Fuel Efficient,86.27
V8319,Auto,Mahindra,Bolero,3,White,Electric,16.2,0.0,0.0,Eco-Friendly,8.98317
V8320,Van,Tata,Nexon,7,Blue,CNG,46.9,0.11,75.9,Fuel Efficient,77.81
V8321,Car,Honda,Amaze,7,White,Electric,48.9,0.0,0.0,Eco-Friendly,17.34028
V8322,Bike,Honda,Amaze,2,White,Electric,41.3,0.0,0.0,Eco-Friendly,1.25307
V8323,Car,Tata,Altroz,7,Black,Electric,44.6,0.0,0.0,Eco-Friendly,25.57412
V8324,Van,Mahindra,Supro,9,Grey,Diesel,23.9,0.1,54.3,Commercial Use,86.8
V8325,Van,Force,Traveller,9,Silver,Diesel,10.0,1.13,213.6,Commercial Use,93.49
V8326,Auto,Bajaj,Chetak,3,Grey,CNG,24.7,1.5,194.2,Commercial Use,65.77
V8327,Bike,Honda,Jazz,2,Silver,CNG,29.4,1.74,163.0,High Performance,64.8
V8328,Van,Tata,Nexon,12,Red,CNG,42.6,1.89,227.1,Fuel Efficient,75.09999
V8329,Car,Tata,Altroz,4,Green,CNG,21.1,0.69,227.5,Budget Vehicle,64.77
V8330,Van,Tata,Altroz,7,Silver,Petrol,14.0,1.5,131.7,Commercial Use,97.65
V8331,Car,Toyota,Innova,7,Blue,CNG,26.8,1.35,133.9,Luxury Vehicle,69.73
V8332,Van,Mahindra,Supro,7,Black,Diesel,21.8,1.82,106.8,High Performance,90.17
V8333,Bike,Suzuki,Access,2,White,CNG,35.8,1.25,56.0,Fuel Efficient,61.85
V8334,Van,Toyota,Fortuner,9,Blue,Electric,43.8,0.0,0.0,Eco-Friendly,10.37697
V8335,Bike,Suzuki,Access,2,Grey,Petrol,43.3,1.47,61.5,Fuel Efficient,98.56
V8336,Van,Tata,Nexon,9,Blue,Electric,49.3,0.0,0.0,Eco-Friendly,10.00422
V8337,Bike,Honda,City,2,Grey,Petrol,13.8,1.81,221.4,High Performance,90.53
V8338,Auto,Bajaj,Chetak,3,White,Petrol,27.4,1.72,234.6,High Performance,102.82
V8339,Van,Force,Toofan,9,Grey,CNG,17.6,2.0,175.0,High Performance,70.81999
V8340,Car,Toyota,Corolla,5,Blue,Petrol,11.0,0.64,83.7,Luxury Vehicle,100.91
V8341,Car,Maruti Suzuki,Baleno,7,Red,CNG,13.0,1.44,79.4,Budget Vehicle,64.12
V8342,Van,Mahindra,Jeeto,7,Blue,Petrol,41.0,0.21,103.4,Fuel Efficient,100.43
V8343,Van,Toyota,Innova,12,White,Electric,29.8,0.0,0.0,Eco-Friendly,11.08037
V8344,Car,Tata,Nexon,7,Green,CNG,45.6,1.0,57.1,Fuel Efficient,68.81999
V8345,Bike,Yamaha,R15,2,Silver,Electric,19.8,0.0,0.0,Eco-Friendly,2.47206
V8346,Van,Mahindra,Bolero,12,Grey,CNG,23.6,0.42,53.3,Commercial Use,69.8
V8347,Van,Toyota,Corolla,7,Yellow,CNG,12.0,0.26,127.9,Commercial Use,68.41
V8348,Bike,TVS,Apache,2,Black,Diesel,27.9,0.72,149.8,Budget Vehicle,87.87
V8349,Bike,Bajaj,Pulsar,2,Blue,Electric,24.3,0.0,0.0,Eco-Friendly,2.19387
V8350,Car,Honda,Amaze,7,Black,Diesel,18.3,1.35,243.2,Luxury Vehicle,86.7
V8351,Van,Tata,Altroz,9,Red,Diesel,48.3,0.74,61.9,Fuel Efficient,85.37
V8352,Bike,Honda,Amaze,2,Red,Electric,39.9,0.0,0.0,Eco-Friendly,2.90568
V8353,Bike,Bajaj,Avenger,2,Blue,Electric,30.6,0.0,0.0,Eco-Friendly,1.56591
V8354,Auto,TVS,Jupiter,3,Green,Electric,22.6,0.0,0.0,Eco-Friendly,11.29793
V8355,Car,Maruti Suzuki,Swift,7,Yellow,Petrol,15.4,1.52,216.1,High Performance,99.6
V8356,Auto,Mahindra,Bolero,3,Silver,Electric,18.0,0.0,0.0,Eco-Friendly,11.26818
V8357,Auto,Piaggio,Porter,3,Green,Electric,16.2,0.0,0.0,Eco-Friendly,9.44832
V8358,Van,Toyota,Corolla,12,Black,CNG,42.3,1.53,205.4,Fuel Efficient,61.17
V8359,Bike,Suzuki,Access,2,Green,CNG,15.3,0.45,145.9,Budget Vehicle,63.9
V8360,Car,Hyundai,i20,5,Silver,Petrol,49.0,0.24,183.3,Fuel Efficient,96.16
V8361,Van,Force,Traveller,7,Blue,Electric,35.5,0.0,0.0,Eco-Friendly,9.52999
V8362,Van,Tata,Harrier,12,Yellow,CNG,39.7,1.81,169.1,Fuel Efficient,64.54
V8363,Car,Tata,Nexon,5,Green,Petrol,25.6,1.81,154.2,High Performance,97.42
V8364,Car,Ford,Figo,7,Silver,Petrol,39.6,1.26,78.3,Fuel Efficient,105.85
V8365,Bike,Bajaj,Pulsar,2,White,CNG,25.5,0.31,146.3,Budget Vehicle,70.56999
V8366,Car,Toyota,Fortuner,5,Yellow,Electric,24.0,0.0,0.0,Eco-Friendly,36.77228
V8367,Van,Tata,Harrier,7,White,CNG,45.0,0.6,245.9,Fuel Efficient,74.38
V8368,Van,Toyota,Innova,7,Red,Electric,35.9,0.0,0.0,Eco-Friendly,8.61367
V8369,Bike,Royal Enfield,Classic 350,2,White,Petrol,12.7,1.99,170.9,High Performance,97.61
V8370,Van,Force,Toofan,9,Blue,Diesel,13.9,0.62,81.1,Commercial Use,90.73
V8371,Bike,Suzuki,Burgman,2,Green,Electric,34.4,0.0,0.0,Eco-Friendly,1.13816
V8372,Bike,Yamaha,MT-15,2,White,Diesel,48.9,1.88,182.1,Fuel Efficient,91.24
V8373,Car,Toyota,Innova,7,Green,Diesel,35.7,1.65,169.5,Fuel Efficient,93.95
V8374,Auto,Mahindra,Bolero,3,Black,Electric,16.2,0.0,0.0,Eco-Friendly,11.83894
V8375,Auto,Bajaj,Pulsar,3,Red,Electric,27.3,0.0,0.0,Eco-Friendly,10.3275
V8376,Bike,Yamaha,FZ,2,Silver,CNG,12.0,1.51,84.0,High Performance,60.89
V8377,Auto,Mahindra,Jeeto,3,Grey,CNG,28.1,1.78,136.1,High Performance,61.56
V8378,Car,Tata,Nexon,5,Red,Diesel,33.1,0.52,78.9,Budget Vehicle,96.69
V8379,Bike,Bajaj,Chetak,2,Blue,Petrol,18.6,0.96,133.5,Budget Vehicle,97.38
V8380,Van,Force,Toofan,9,Yellow,CNG,38.3,1.88,204.8,Fuel Efficient,68.76
V8381,Auto,Piaggio,Ape,3,Silver,Petrol,29.0,1.88,130.8,High Performance,97.54
V8382,Van,Toyota,Fortuner,7,Green,Electric,16.4,0.0,0.0,Eco-Friendly,10.35806
V8383,Bike,Honda,City,2,White,Petrol,18.7,1.95,237.4,High Performance,104.55
V8384,Auto,Mahindra,Jeeto,3,Yellow,Petrol,17.2,0.16,223.4,Commercial Use,94.05
V8385,Auto,Piaggio,Porter,3,Green,CNG,17.5,0.15,122.7,Commercial Use,61.22
V8386,Auto,TVS,Jupiter,3,White,Electric,15.9,0.0,0.0,Eco-Friendly,11.80298
V8387,Auto,Piaggio,Ape,3,Red,Electric,29.1,0.0,0.0,Eco-Friendly,9.83305
V8388,Bike,Bajaj,Avenger,2,Red,Diesel,34.3,1.44,60.2,Budget Vehicle,95.26
V8389,Auto,TVS,Jupiter,3,Green,Diesel,18.9,1.91,212.2,High Performance,88.87
V8390,Van,Force,Traveller,7,Grey,CNG,26.3,1.39,210.2,Commercial Use,70.48999
V8391,Auto,Piaggio,Porter,3,Silver,Electric,25.4,0.0,0.0,Eco-Friendly,8.44738
V8392,Bike,Suzuki,Access,2,Yellow,Petrol,28.8,0.27,171.9,Budget Vehicle,101.44
V8393,Van,Tata,Harrier,9,Silver,CNG,37.9,1.33,65.4,Fuel Efficient,71.03
V8394,Car,Maruti Suzuki,Baleno,7,Grey,Petrol,19.5,1.3,103.3,Budget Vehicle,90.86
V8395,Car,Hyundai,i20,4,Silver,Diesel,46.8,0.24,179.3,Fuel Efficient,92.07
V8396,Auto,TVS,Jupiter,3,White,Petrol,27.4,1.61,202.1,High Performance,102.32
V8397,Bike,Suzuki,Access,2,Silver,Petrol,29.7,0.61,115.8,Budget Vehicle,108.7
V8398,Van,Toyota,Innova,12,Grey,Petrol,34.4,0.33,141.5,Commercial Use,109.49
V8399,Bike,TVS,Apache,2,Green,Electric,15.8,0.0,0.0,Eco-Friendly,2.36541
V8400,Van,Tata,Harrier,7,White,Petrol,45.6,1.55,97.3,Fuel Efficient,103.2
V8401,Auto,Piaggio,Ape,3,Silver,Electric,29.5,0.0,0.0,Eco-Friendly,11.44333
V8402,Van,Tata,Altroz,9,Black,Electric,17.9,0.0,0.0,Eco-Friendly,11.38511
V8403,Car,Maruti Suzuki,Ertiga,7,Blue,CNG,39.1,0.52,98.9,Fuel Efficient,70.56999
V8404,Auto,TVS,NTorq,3,Red,CNG,22.6,0.8,204.7,Commercial Use,66.23
V8405,Bike,Royal Enfield,Classic 350,2,Grey,Electric,41.2,0.0,0.0,Eco-Friendly,2.41963
V8406,Bike,Honda,Amaze,2,Grey,CNG,18.2,1.71,242.5,High Performance,69.81
V8407,Bike,Bajaj,Chetak,2,White,Diesel,44.3,1.95,199.7,Fuel Efficient,90.94
V8408,Auto,Bajaj,Avenger,3,Green,CNG,25.3,1.91,115.4,High Performance,75.20999
V8409,Bike,Honda,Jazz,2,White,Electric,49.1,0.0,0.0,Eco-Friendly,2.05487
V8410,Bike,Bajaj,Chetak,2,Blue,Diesel,36.6,0.72,181.5,Fuel Efficient,97.74
V8411,Car,Maruti Suzuki,Swift,7,Silver,Electric,26.3,0.0,0.0,Eco-Friendly,26.06962
V8412,Auto,TVS,Jupiter,3,Green,Electric,27.9,0.0,0.0,Eco-Friendly,9.11453
V8413,Bike,Suzuki,Gixxer,2,Green,Electric,41.8,0.0,0.0,Eco-Friendly,2.85977
V8414,Bike,Royal Enfield,Meteor,2,Silver,CNG,39.3,1.73,243.8,Fuel Efficient,62.26
V8415,Auto,Mahindra,Jeeto,3,Blue,Diesel,25.9,0.31,244.4,Commercial Use,87.19
V8416,Auto,TVS,Apache,3,Green,Diesel,27.5,1.92,209.0,High Performance,90.37
V8417,Van,Mahindra,Jeeto,7,Black,Electric,31.0,0.0,0.0,Eco-Friendly,11.99492
V8418,Bike,Bajaj,Pulsar,2,Black,Petrol,17.4,0.31,88.6,Budget Vehicle,97.99
V8419,Auto,Bajaj,Pulsar,3,Black,Petrol,23.5,0.84,92.3,Commercial Use,103.65
V8420,Auto,Mahindra,Bolero,3,White,Diesel,21.9,0.58,70.6,Commercial Use,96.93
V8421,Van,Mahindra,Jeeto,9,Grey,Diesel,40.6,0.72,119.2,Fuel Efficient,93.12
V8422,Van,Force,Toofan,9,Silver,Diesel,35.4,1.21,95.1,Fuel Efficient,98.04
V8423,Van,Force,Traveller,9,Red,Petrol,19.9,1.93,106.9,High Performance,108.36
V8424,Car,Honda,City,7,Black,Electric,46.7,0.0,0.0,Eco-Friendly,24.70014
V8425,Bike,TVS,Jupiter,2,Black,CNG,15.7,0.2,97.9,Budget Vehicle,72.55
V8426,Auto,TVS,Jupiter,3,Blue,Electric,29.7,0.0,0.0,Eco-Friendly,11.41674
V8427,Car,Hyundai,Creta,4,Red,CNG,33.9,1.84,234.6,High Performance,71.98999
V8428,Auto,Bajaj,Avenger,3,Red,Petrol,15.9,1.21,57.0,Commercial Use,99.32
V8429,Car,Toyota,Innova,5,Blue,Electric,11.7,0.0,0.0,Eco-Friendly,33.46455
V8430,Auto,Piaggio,Ape,3,Blue,Diesel,28.9,1.0,240.4,Commercial Use,94.35
V8431,Auto,Bajaj,Chetak,3,Red,Petrol,20.8,0.78,152.0,Commercial Use,100.34
V8432,Bike,TVS,Apache,2,Blue,Electric,30.4,0.0,0.0,Eco-Friendly,2.37537
V8433,Van,Mahindra,Bolero,12,Green,Electric,17.7,0.0,0.0,Eco-Friendly,8.71635
V8434,Van,Toyota,Corolla,7,Green,Petrol,25.6,1.47,170.5,Commercial Use,90.31
V8435,Car,Ford,Aspire,5,Blue,Petrol,47.6,1.27,177.8,Fuel Efficient,102.57
V8436,Auto,Bajaj,Avenger,3,White,Petrol,28.8,1.04,156.0,Commercial Use,92.19
V8437,Bike,TVS,Apache,2,Silver,CNG,26.0,0.79,158.5,Budget Vehicle,72.91
V8438,Car,Ford,Ecosport,4,Yellow,CNG,39.5,1.66,94.4,Fuel Efficient,72.98999
V8439,Van,Toyota,Fortuner,9,Grey,Petrol,13.3,0.5,112.0,Commercial Use,105.03
V8440,Bike,Royal Enfield,Himalayan,2,White,Electric,28.8,0.0,0.0,Eco-Friendly,2.37152
V8441,Bike,Yamaha,FZ,2,White,Electric,24.3,0.0,0.0,Eco-Friendly,1.02369
V8442,Van,Mahindra,Supro,12,Yellow,Petrol,37.7,1.88,156.3,Fuel Efficient,94.14
V8443,Van,Toyota,Corolla,7,Silver,Petrol,40.3,0.93,101.2,Fuel Efficient,96.5
V8444,Auto,Piaggio,Ape,3,Silver,Diesel,23.6,1.73,101.7,High Performance,97.51
V8445,Bike,Royal Enfield,Classic 350,2,Silver,Diesel,16.8,1.63,108.9,High Performance,93.71
V8446,Car,Honda,City,4,White,Electric,46.7,0.0,0.0,Eco-Friendly,24.27874
V8447,Bike,Yamaha,MT-15,2,Grey,CNG,29.5,1.49,177.2,Budget Vehicle,78.81
V8448,Bike,Honda,City,2,Red,CNG,44.3,1.39,218.9,Fuel Efficient,66.81999
V8449,Car,Ford,Figo,7,Yellow,Petrol,22.4,0.31,99.1,Luxury Vehicle,91.83
V8450,Auto,TVS,Apache,3,Green,Electric,17.5,0.0,0.0,Eco-Friendly,11.17348
V8451,Van,Force,Traveller,9,Grey,Electric,25.1,0.0,0.0,Eco-Friendly,9.82958
V8452,Bike,Honda,City,2,Blue,Electric,21.4,0.0,0.0,Eco-Friendly,0.92701
V8453,Car,Toyota,Fortuner,5,Blue,Electric,25.4,0.0,0.0,Eco-Friendly,35.94924
V8454,Van,Toyota,Corolla,9,Green,Electric,35.4,0.0,0.0,Eco-Friendly,10.23536
V8455,Van,Tata,Harrier,7,White,Petrol,44.6,1.56,77.7,Fuel Efficient,93.84
V8456,Car,Toyota,Fortuner,4,Silver,CNG,36.9,0.45,185.2,Fuel Efficient,69.75
V8457,Van,Force,Toofan,7,White,Diesel,13.1,0.83,189.9,Commercial Use,95.85
V8458,Car,Honda,Amaze,7,Black,Petrol,14.2,1.12,231.4,Luxury Vehicle,93.19
V8459,Bike,Suzuki,Access,2,White,CNG,34.8,2.0,105.6,High Performance,64.33
V8460,Car,Maruti Suzuki,Swift,7,Silver,Diesel,36.1,1.78,216.3,Fuel Efficient,96.33
V8461,Van,Tata,Nexon,12,Grey,CNG,31.6,0.62,245.4,Commercial Use,70.25
V8462,Van,Tata,Nexon,12,White,Petrol,47.5,1.59,212.9,Fuel Efficient,103.51
V8463,Auto,Bajaj,Chetak,3,Green,Electric,25.9,0.0,0.0,Eco-Friendly,10.32944
V8464,Van,Force,Toofan,9,Grey,Diesel,14.9,0.51,130.5,Commercial Use,95.72
V8465,Bike,Bajaj,Chetak,2,Grey,Electric,40.5,0.0,0.0,Eco-Friendly,2.26386
V8466,Car,Tata,Harrier,4,Green,Diesel,31.5,1.08,221.0,Budget Vehicle,86.03
V8467,Bike,Royal Enfield,Meteor,2,Black,Electric,29.6,0.0,0.0,Eco-Friendly,1.33797
V8468,Bike,Royal Enfield,Classic 350,2,White,Electric,40.7,0.0,0.0,Eco-Friendly,0.89158
V8469,Car,Hyundai,i20,7,Black,Petrol,13.6,1.07,130.6,Budget Vehicle,102.32
V8470,Bike,Bajaj,Avenger,2,Black,Electric,38.1,0.0,0.0,Eco-Friendly,1.56147
V8471,Van,Toyota,Corolla,12,Black,Electric,27.2,0.0,0.0,Eco-Friendly,11.45454
V8472,Bike,Yamaha,FZ,2,White,Diesel,43.1,0.49,128.3,Fuel Efficient,85.04
V8473,Van,Force,Traveller,12,Red,Petrol,21.7,0.75,143.1,Commercial Use,91.88
V8474,Car,Tata,Altroz,5,Grey,Petrol,22.8,1.7,114.1,High Performance,107.85
V8475,Car,Tata,Nexon,4,Black,CNG,45.8,1.5,87.2,Fuel Efficient,69.47
V8476,Auto,TVS,Apache,3,Green,CNG,15.4,1.5,219.8,Commercial Use,63.13
V8477,Auto,Bajaj,Pulsar,3,Yellow,CNG,19.7,1.72,214.8,High Performance,61.97
V8478,Van,Tata,Nexon,12,Yellow,Electric,45.4,0.0,0.0,Eco-Friendly,9.49381
V8479,Van,Force,Traveller,9,Black,Petrol,37.4,0.46,185.9,Fuel Efficient,93.8
V8480,Auto,Bajaj,Pulsar,3,Silver,Diesel,21.4,1.66,104.5,High Performance,95.27
V8481,Van,Force,Toofan,7,Black,CNG,32.9,1.38,204.9,Commercial Use,71.73999
V8482,Bike,TVS,NTorq,2,Blue,Electric,17.8,0.0,0.0,Eco-Friendly,2.24587
V8483,Car,Hyundai,i20,4,Red,CNG,35.5,1.06,176.4,Fuel Efficient,72.09999
V8484,Auto,Bajaj,Chetak,3,Blue,CNG,28.8,0.78,81.1,Commercial Use,60.86
V8485,Auto,TVS,Apache,3,Green,CNG,23.8,1.41,95.0,Commercial Use,71.15
V8486,Van,Mahindra,Bolero,9,Grey,Diesel,26.5,1.9,173.9,High Performance,90.26
V8487,Auto,TVS,Apache,3,Red,Diesel,17.5,0.25,79.9,Commercial Use,97.42
V8488,Van,Mahindra,Supro,12,Red,Petrol,29.1,0.25,65.9,Commercial Use,90.63
V8489,Van,Tata,Nexon,7,Silver,Petrol,38.3,0.92,182.8,Fuel Efficient,108.66
V8490,Auto,Bajaj,Pulsar,3,Grey,Electric,23.4,0.0,0.0,Eco-Friendly,8.34707
V8491,Car,Tata,Harrier,7,Yellow,Electric,31.7,0.0,0.0,Eco-Friendly,26.63449
V8492,Van,Mahindra,Bolero,7,Green,CNG,41.8,0.47,57.4,Fuel Efficient,65.2
V8493,Car,Ford,Ecosport,5,Silver,Electric,19.2,0.0,0.0,Eco-Friendly,12.14202
